epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
16,-1,0.7742857142857142,0.857088029384613,0.7335526315789472,0.6371428571428571,0.8643410852713178,0.7593001127243042,0.734035771468156,0.7771428571428571,8.387042999267578,0.7305194805194806,0.6284916201117319,0.872093023255814,10.997838973999023,0.7338861704551214,0.7742857142857142,0.5346239805221558,0.7335526315789472,0.6371428571428571,0.8643410852713178,0.6938295364379883,0.7340304814704836,0.7742857142857142,0.857088029384613,0.7335526315789472,0.6371428571428571,0.8643410852713178,0.7593001127243042,0.7340304814704836
17,-1,0.7742857142857142,0.8404858708381653,0.7330173775671407,0.6186666666666667,0.8992248062015504,0.7301827669143677,0.7288967253237525,0.7757142857142857,8.382217407226562,0.7315541601255888,0.6147757255936676,0.9031007751937985,11.440265655517578,0.7297794511011699,0.7742857142857142,0.564825177192688,0.7330173775671407,0.6186666666666667,0.8992248062015504,0.7345976829528809,0.7288967253237525,0.7742857142857142,0.8404858112335205,0.7330173775671407,0.6186666666666667,0.8992248062015504,0.7301827669143677,0.7288967253237525
18,-1,0.7742857142857142,0.8493483066558838,0.7337662337662337,0.6312849162011173,0.875968992248062,0.754697322845459,0.7288157253124786,0.7842857142857143,8.551050186157227,0.7328,0.6239782016348774,0.8875968992248062,11.109245300292969,0.7296389581665421,0.7742857142857142,0.5489110350608826,0.7337662337662337,0.6312849162011173,0.875968992248062,0.7004321813583374,0.7288157253124786,0.7742857142857142,0.8493483662605286,0.7337662337662337,0.6312849162011173,0.875968992248062,0.754697322845459,0.7288157253124786
19,-1,0.7742857142857142,0.845055878162384,0.7331189710610931,0.6263736263736264,0.8837209302325582,0.748020350933075,0.72942558026898,0.7728571428571429,8.831981658935547,0.7307692307692308,0.6229508196721312,0.8837209302325582,11.125007629394531,0.729600685330375,0.7742857142857142,0.5566760301589966,0.7331189710610931,0.6263736263736264,0.8837209302325582,0.7099002599716187,0.72942558026898,0.7742857142857142,0.8450559377670288,0.7331189710610931,0.6263736263736264,0.8837209302325582,0.7480204105377197,0.72942558026898
20,-1,0.7714285714285715,0.8441759347915649,0.7278688524590164,0.6306818181818182,0.8604651162790697,0.7560892105102539,0.726501121060719,0.77,8.205493927001953,0.7232704402515723,0.6084656084656085,0.8914728682170543,11.330326080322266,0.7257845709579139,0.7714285714285715,0.55825275182724,0.7278688524590164,0.6306818181818182,0.8604651162790697,0.698441743850708,0.726501121060719,0.7714285714285715,0.8441759347915649,0.7278688524590164,0.6306818181818182,0.8604651162790697,0.7560892701148987,0.726501121060719
21,-1,0.7742857142857142,0.8521487712860107,0.7292993630573248,0.6189189189189189,0.8875968992248062,0.7386595606803894,0.7277130452738033,0.7742857142857142,8.603618621826172,0.7275641025641026,0.6202185792349727,0.8798449612403101,11.175952911376953,0.7302393640527255,0.7742857142857142,0.5437851548194885,0.7292993630573248,0.6189189189189189,0.8875968992248062,0.7229663729667664,0.7277130452738033,0.7742857142857142,0.8521487712860107,0.7292993630573248,0.6189189189189189,0.8875968992248062,0.7386595606803894,0.7277130452738033
22,-1,0.7757142857142857,0.8478212356567383,0.7344992050874404,0.6226415094339622,0.8953488372093024,0.7404135465621948,0.7299180854572392,0.7757142857142857,8.659610748291016,0.72787979966611,0.6392961876832844,0.8449612403100775,10.536457061767578,0.7292666302516406,0.7757142857142857,0.5516861081123352,0.7344992050874404,0.6226415094339622,0.8953488372093024,0.7205362319946289,0.7299180854572392,0.7757142857142857,0.8478212356567383,0.7344992050874404,0.6226415094339622,0.8953488372093024,0.7404136061668396,0.7299180854572392
23,-1,0.7757142857142857,0.8535594344139099,0.7296849087893864,0.6376811594202898,0.8527131782945736,0.7647318840026855,0.7306630807284544,0.7757142857142857,8.662196159362793,0.7257799671592775,0.6296296296296297,0.8565891472868217,10.824318885803223,0.7307162788738297,0.7757142857142857,0.5411849021911621,0.7296849087893864,0.6376811594202898,0.8527131782945736,0.6859554648399353,0.7306630807284544,0.7757142857142857,0.8535594940185547,0.7296849087893864,0.6376811594202898,0.8527131782945736,0.7647318840026855,0.7306630807284544
24,-1,0.7742857142857142,0.8522904515266418,0.7314662273476112,0.6361031518624641,0.8604651162790697,0.7637909650802612,0.7262594260249271,0.7742857142857142,8.394542694091797,0.729064039408867,0.6324786324786325,0.8604651162790697,10.71408462524414,0.7254328443746465,0.7742857142857142,0.543524444103241,0.7314662273476112,0.6361031518624641,0.8604651162790697,0.6873252391815186,0.7262594260249271,0.7742857142857142,0.8522904515266418,0.7314662273476112,0.6361031518624641,0.8604651162790697,0.7637909650802612,0.7262594260249271
25,-1,0.7757142857142857,0.8536256551742554,0.7305194805194806,0.6284916201117319,0.872093023255814,0.7582152485847473,0.7298429528998192,0.7757142857142857,8.37912368774414,0.7269736842105262,0.6314285714285715,0.8565891472868217,10.657325744628906,0.7291642532781135,0.7757142857142857,0.5410559177398682,0.7305194805194806,0.6284916201117319,0.872093023255814,0.6953915357589722,0.7298429528998192,0.7757142857142857,0.8536257743835449,0.7305194805194806,0.6284916201117319,0.872093023255814,0.7582152485847473,0.7298429528998192
26,-1,0.7771428571428571,0.8491166830062866,0.7317073170731707,0.6302521008403361,0.872093023255814,0.7546898722648621,0.7304331977846392,0.7742857142857142,8.427103042602539,0.72787979966611,0.6392961876832844,0.8449612403100775,10.533401489257812,0.7295992725335207,0.7771428571428571,0.549332857131958,0.7317073170731707,0.6302521008403361,0.872093023255814,0.7004428505897522,0.7304331977846392,0.7771428571428571,0.8491166830062866,0.7317073170731707,0.6302521008403361,0.872093023255814,0.7546898126602173,0.7304331977846392
27,-1,0.7771428571428571,0.8504270911216736,0.730263157894737,0.6342857142857142,0.8604651162790697,0.7642135620117188,0.7289842715176627,0.7742857142857142,8.395133972167969,0.7266775777414076,0.6288951841359773,0.8604651162790697,10.861936569213867,0.7286492283785375,0.7771428571428571,0.5469406843185425,0.730263157894737,0.6342857142857142,0.8604651162790697,0.686711311340332,0.7289842715176627,0.7771428571428571,0.8504270911216736,0.730263157894737,0.6342857142857142,0.8604651162790697,0.7642135620117188,0.7289842715176627
28,-1,0.7771428571428571,0.8515750765800476,0.7293354943273905,0.6267409470752089,0.872093023255814,0.7498243451118469,0.7297508180070864,0.7757142857142857,8.532917022705078,0.7266775777414076,0.6288951841359773,0.8604651162790697,10.814769744873047,0.7288444168614456,0.7771428571428571,0.5448391437530518,0.7293354943273905,0.6267409470752089,0.872093023255814,0.7073484659194946,0.7297508180070864,0.7771428571428571,0.8515750169754028,0.7293354943273905,0.6267409470752089,0.872093023255814,0.7498244047164917,0.7297508180070864
29,-1,0.7785714285714286,0.8504542708396912,0.7305785123966941,0.6368876080691642,0.8565891472868217,0.767388641834259,0.7295327399854128,0.7757142857142857,8.539021492004395,0.7278688524590164,0.6306818181818182,0.8604651162790697,10.765644073486328,0.7285637990171446,0.7785714285714286,0.546892523765564,0.7305785123966941,0.6368876080691642,0.8565891472868217,0.6820720434188843,0.7295327399854128,0.7785714285714286,0.8504542112350464,0.7305785123966941,0.6368876080691642,0.8565891472868217,0.7673887014389038,0.7295327399854128
