epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
10,-1,0.8428571428571429,0.8034470677375793,0.8063380281690141,0.7387096774193549,0.8875968992248062,0.7990313768386841,0.8072348419008926,0.8428571428571429,9.784590721130371,0.8049645390070922,0.7418300653594772,0.8798449612403101,9.784590721130371,0.8065446094699833,0.8428571428571429,0.626981258392334,0.8063380281690141,0.7387096774193549,0.8875968992248062,0.6339846849441528,0.8072348419008926,0.8428571428571429,0.8034470677375793,0.8063380281690141,0.7387096774193549,0.8875968992248062,0.7990314364433289,0.8072348419008926
11,-1,0.8371428571428572,0.783612847328186,0.8027681660899655,0.725,0.8992248062015504,0.7701462507247925,0.8068446672818795,0.8357142857142857,10.409255981445312,0.8006932409012131,0.7241379310344828,0.8953488372093024,10.510518074035645,0.806911721132495,0.8371428571428572,0.6578497886657715,0.8027681660899655,0.725,0.8992248062015504,0.6780173182487488,0.8068446672818795,0.8371428571428572,0.7836129665374756,0.8027681660899655,0.725,0.8992248062015504,0.7701462507247925,0.8068446672818795
12,-1,0.8385714285714285,0.7915363311767578,0.8027444253859347,0.72,0.9069767441860465,0.7678055167198181,0.8083216133465669,0.8371428571428572,10.029157638549805,0.7979274611398963,0.719626168224299,0.8953488372093024,10.556232452392578,0.8072524259155724,0.8385714285714285,0.6456986665725708,0.8027444253859347,0.72,0.9069767441860465,0.6814574003219604,0.8083216133465669,0.8385714285714285,0.7915363311767578,0.8027444253859347,0.72,0.9069767441860465,0.7678054571151733,0.8083216133465669
13,-1,0.83,0.7783104181289673,0.7972742759795571,0.7112462006079028,0.9069767441860465,0.7611277103424072,0.8054345571091127,0.83,10.133991241455078,0.7897435897435897,0.7064220183486238,0.8953488372093024,10.649823188781738,0.8037356135669725,0.83,0.665867269039154,0.7972742759795571,0.7112462006079028,0.9069767441860465,0.6911858916282654,0.8054345571091127,0.83,0.7783104181289673,0.7972742759795571,0.7112462006079028,0.9069767441860465,0.7611277103424072,0.8054345571091127
14,-1,0.8214285714285714,0.7949510216712952,0.785953177257525,0.6911764705882353,0.9108527131782945,0.7532089948654175,0.7999306368432643,0.8185714285714286,10.237387657165527,0.7852348993288589,0.6923076923076923,0.9069767441860465,10.780084609985352,0.7992390689198426,0.8214285714285714,0.6403882503509521,0.785953177257525,0.6911764705882353,0.9108527131782945,0.7025526165962219,0.7999306368432643,0.8214285714285714,0.7949510812759399,0.785953177257525,0.6911764705882353,0.9108527131782945,0.7532089948654175,0.7999306368432643
15,-1,0.8257142857142857,0.7788559794425964,0.7911714770797963,0.7039274924471299,0.9031007751937985,0.7702963352203369,0.8027094192537894,0.8242857142857143,9.98422622680664,0.7904599659284497,0.7051671732522796,0.8992248062015504,10.534406661987305,0.8013060059095134,0.8257142857142857,0.665047287940979,0.7911714770797963,0.7039274924471299,0.9031007751937985,0.6777957677841187,0.8027094192537894,0.8257142857142857,0.7788559794425964,0.7911714770797963,0.7039274924471299,0.9031007751937985,0.7702963948249817,0.8027094192537894
16,-1,0.8271428571428572,0.7890698909759521,0.7873462214411246,0.7202572347266881,0.8682170542635659,0.7853492498397827,0.801455726727089,0.8257142857142857,10.093050003051758,0.7859649122807019,0.717948717948718,0.8682170542635659,10.093050003051758,0.8009794995993134,0.8271428571428572,0.6495022773742676,0.7873462214411246,0.7202572347266881,0.8682170542635659,0.6552107334136963,0.801455726727089,0.8271428571428572,0.7890698313713074,0.7873462214411246,0.7202572347266881,0.8682170542635659,0.7853492498397827,0.801455726727089
17,-1,0.8228571428571428,0.8132777214050293,0.7849829351535836,0.7012195121951219,0.8914728682170543,0.7637448310852051,0.805513360056407,0.8242857142857143,9.159720420837402,0.7829059829059828,0.7003058103975535,0.8875968992248062,10.669145584106445,0.804403052221603,0.8228571428571428,0.611100435256958,0.7849829351535836,0.7012195121951219,0.8914728682170543,0.6873937845230103,0.805513360056407,0.8228571428571428,0.8132777214050293,0.7849829351535836,0.7012195121951219,0.8914728682170543,0.7637448310852051,0.805513360056407
18,-1,0.8228571428571428,0.7733920812606812,0.7876712328767123,0.7055214723926381,0.8914728682170543,0.7500066757202148,0.8047030208688912,0.8228571428571428,10.413517951965332,0.7808219178082191,0.6993865030674846,0.8837209302325582,11.024833679199219,0.8025237776510649,0.8228571428571428,0.673213005065918,0.7876712328767123,0.7055214723926381,0.8914728682170543,0.7070972919464111,0.8047030208688912,0.8228571428571428,0.7733920812606812,0.7876712328767123,0.7055214723926381,0.8914728682170543,0.7500066161155701,0.8047030208688912
19,-1,0.8257142857142857,0.7522293925285339,0.7918088737201365,0.7073170731707317,0.8992248062015504,0.7522293925285339,0.8041361893639553,0.82,8.818854331970215,0.7871621621621623,0.6976047904191617,0.9031007751937985,11.182376861572266,0.8028847071576312,0.8257142857142857,0.7039462924003601,0.7918088737201365,0.7073170731707317,0.8992248062015504,0.7039462924003601,0.8041361893639553,0.8257142857142857,0.7522293925285339,0.7918088737201365,0.7073170731707317,0.8992248062015504,0.7522293925285339,0.8041361893639553
20,-1,0.8271428571428572,0.7489044666290283,0.793162393162393,0.709480122324159,0.8992248062015504,0.7489044666290283,0.8032711103010082,0.8271428571428572,10.202703475952148,0.7864406779661018,0.6987951807228916,0.8992248062015504,11.262480735778809,0.801722877502915,0.8271428571428572,0.7086498737335205,0.793162393162393,0.709480122324159,0.8992248062015504,0.7086498737335205,0.8032711103010082,0.8271428571428572,0.7489044666290283,0.793162393162393,0.709480122324159,0.8992248062015504,0.7489044666290283,0.8032711103010082
21,-1,0.8257142857142857,0.770750880241394,0.7867132867132868,0.7165605095541401,0.872093023255814,0.7696505784988403,0.8004993427504834,0.8228571428571428,10.816863059997559,0.7876712328767123,0.7055214723926381,0.8914728682170543,10.816863059997559,0.7989996961939009,0.8257142857142857,0.6771248579025269,0.7867132867132868,0.7165605095541401,0.872093023255814,0.6787477731704712,0.8004993427504834,0.8257142857142857,0.770750880241394,0.7867132867132868,0.7165605095541401,0.872093023255814,0.7696506381034851,0.8005490346606405
22,-1,0.82,0.8477794528007507,0.7760141093474427,0.7119741100323624,0.8527131782945736,0.7676035761833191,0.8023263732878816,0.82,8.62995719909668,0.7741935483870968,0.6888217522658611,0.8837209302325582,11.205101013183594,0.8006623276805703,0.82,0.5517617464065552,0.7760141093474427,0.7119741100323624,0.8527131782945736,0.6817569732666016,0.8023263732878816,0.82,0.8477795124053955,0.7760141093474427,0.7119741100323624,0.8527131782945736,0.7676035761833191,0.8023263732878816
23,-1,0.82,0.7995785474777222,0.7764298093587523,0.7021943573667712,0.8682170542635659,0.7630199193954468,0.8028597514491074,0.8214285714285714,10.393424987792969,0.7795414462081128,0.7152103559870551,0.8565891472868217,10.43230152130127,0.8022170539096324,0.82,0.6331203579902649,0.7764298093587523,0.7021943573667712,0.8682170542635659,0.6884475350379944,0.8028597514491074,0.82,0.7995786666870117,0.7764298093587523,0.7021943573667712,0.8682170542635659,0.7630200386047363,0.8028597514491074
24,-1,0.8214285714285714,0.8597818613052368,0.7812499999999999,0.7075471698113207,0.872093023255814,0.7648248672485352,0.8050677661161963,0.8228571428571428,10.45682144165039,0.7809187279151945,0.7175324675324676,0.8565891472868217,10.45682144165039,0.8040873468583091,0.8214285714285714,0.52956223487854,0.7812499999999999,0.7075471698113207,0.872093023255814,0.6858207583427429,0.8050677661161963,0.8214285714285714,0.8597819209098816,0.7812499999999999,0.7075471698113207,0.872093023255814,0.7648248076438904,0.8050677661161963
25,-1,0.8242857142857143,0.8583728075027466,0.7781569965870307,0.6951219512195121,0.8837209302325582,0.7499241828918457,0.8075291264067594,0.8214285714285714,8.417135238647461,0.7772020725388601,0.7009345794392523,0.872093023255814,10.809618949890137,0.8061790498640075,0.8242857142857143,0.5322164297103882,0.7781569965870307,0.6951219512195121,0.8837209302325582,0.7072138786315918,0.8075291264067594,0.8242857142857143,0.8583728075027466,0.7781569965870307,0.6951219512195121,0.8837209302325582,0.7499241828918457,0.8075291264067594
26,-1,0.8214285714285714,0.7937577962875366,0.7797202797202798,0.7101910828025477,0.8643410852713178,0.7694706320762634,0.804655506266791,0.8228571428571428,9.885936737060547,0.7797202797202798,0.7101910828025477,0.8643410852713178,10.590465545654297,0.8039936404597482,0.8214285714285714,0.6422486305236816,0.7797202797202798,0.7101910828025477,0.8643410852713178,0.6790129542350769,0.804655506266791,0.8214285714285714,0.7937578558921814,0.7797202797202798,0.7101910828025477,0.8643410852713178,0.7694706320762634,0.804655506266791
27,-1,0.8214285714285714,0.7962784171104431,0.7779690189328744,0.6996904024767802,0.875968992248062,0.7624602317810059,0.8019240066603256,0.8214285714285714,9.934477806091309,0.7768014059753954,0.7106109324758842,0.8565891472868217,10.46528434753418,0.801056688115191,0.8214285714285714,0.6383111476898193,0.7779690189328744,0.6996904024767802,0.875968992248062,0.6892600059509277,0.8019240066603256,0.8214285714285714,0.7962784767150879,0.7779690189328744,0.6996904024767802,0.875968992248062,0.7624602317810059,0.8019240066603256
28,-1,0.8214285714285714,0.8080781698226929,0.7765957446808511,0.7156862745098039,0.8488372093023255,0.7754181623458862,0.8019120473631248,0.8228571428571428,10.040258407592773,0.7754385964912281,0.7083333333333334,0.8565891472868217,10.541473388671875,0.8007449344162084,0.8214285714285714,0.6195511817932129,0.7765957446808511,0.7156862745098039,0.8488372093023255,0.6701961755752563,0.8019120473631248,0.8214285714285714,0.8080781698226929,0.7765957446808511,0.7156862745098039,0.8488372093023255,0.7754181623458862,0.8019120473631248
29,-1,0.8214285714285714,0.808335542678833,0.7754385964912281,0.7083333333333334,0.8565891472868217,0.7716935873031616,0.8018315674634673,0.8228571428571428,10.020454406738281,0.777583187390543,0.7092651757188498,0.8604651162790697,10.546785354614258,0.8007037870151841,0.8214285714285714,0.6191356182098389,0.7754385964912281,0.7083333333333334,0.8565891472868217,0.6757312417030334,0.8018315674634673,0.8214285714285714,0.8083354830741882,0.7754385964912281,0.7083333333333334,0.8565891472868217,0.7716934680938721,0.8018315674634673
